1.0000,0.1756,0.6627,0.5086,0.5748
0.4142,0.2053,0.3256,0.8424,0.5942
1.0000,0.6086,0.4427,0.7890,0.2941
0.8249,0.1417,0.8307,0.3528,0.8046
0.7129,0.4359,0.8461,0.6435,0.5866
1.0000,0.3082,0.4947,0.4437,0.3226
1.0000,0.4550,0.5664,0.7208,0.4444
1.0000,0.4275,0.3190,0.6821,0.6720
0.6573,0.2782,0.6458,0.5920,0.7573
0.8568,0.1852,0.1152,0.5115,0.7737
1.0000,0.5553,0.3057,0.8933,0.2290
1.0000,0.5032,0.5677,0.5414,0.4774
0.7870,0.3218,0.4878,0.6483,0.4870
0.9113,0.2940,0.5809,0.8381,0.3132
0.5751,0.1254,0.4573,0.8761,0.6773
0.5499,0.4444,0.1008,0.8532,0.8612
1.0000,0.5758,0.8046,0.9487,0.3959
1.0000,0.1238,0.4181,0.4504,0.3011
0.9646,0.1417,0.4960,0.8308,0.6320
1.0000,0.1873,0.8398,0.3602,0.4698
1.0000,0.1913,0.7338,0.7076,0.1437
0.7243,0.2750,0.8530,0.8794,0.1987
1.0000,0.2595,0.4575,0.5683,0.4439
1.0000,0.1160,0.3806,0.8517,0.3025
0.9822,0.5879,0.7957,0.9422,0.3593
1.0000,0.1418,0.5269,0.5027,0.4091
0.2699,0.2671,0.3476,0.7660,0.3338
1.0000,0.1693,0.8887,0.7069,0.3027
1.0000,0.5051,0.3234,0.9808,0.1694
0.8611,0.2152,0.4482,0.6707,0.5401
1.0000,0.3027,0.4749,0.4504,0.8648
0.3702,0.6043,0.6900,0.8223,0.0364
0.8960,0.2264,0.2971,0.9591,0.4390
1.0000,0.3300,0.1068,0.9452,0.4858
1.0000,0.1553,0.5966,0.5322,0.5810
0.7717,0.2640,0.5372,0.6044,0.2274
0.6675,0.3871,0.1963,0.4292,0.4593
0.7781,0.1220,0.5028,0.8101,0.5835
1.0000,0.2307,0.1903,0.8573,0.7336
1.0000,0.3374,0.6452,0.5531,0.4564
0.7673,0.0724,0.2154,0.8983,0.6795
1.0000,0.3782,0.6138,0.7792,0.6331
1.0000,0.3194,0.6871,0.8696,0.6969
1.0000,0.1973,0.5122,0.5759,0.4447
0.7040,0.2872,0.8653,0.5364,0.1165
0.8489,0.6008,0.0379,0.7874,0.7717
0.8220,0.0971,0.7683,0.8697,0.1694
0.4811,0.2750,0.5524,0.7073,0.4723
1.0000,0.5046,0.7133,0.9315,0.7256
1.0000,0.1595,0.8225,0.8552,0.4079
1.0000,0.2144,0.4760,0.9140,0.8411
0.8893,0.4632,0.5065,0.9636,0.3666
0.4928,0.2781,0.8477,0.8977,0.5615
0.8103,0.1850,0.3731,0.8003,0.4323
0.8425,0.1146,0.6262,0.4493,0.5643
0.6696,0.4229,0.6187,0.9640,0.2433
0.9225,0.6441,0.7885,0.5681,0.6381
1.0000,0.3083,0.1172,0.6548,0.4432
1.0000,0.4106,0.1179,0.5479,0.6755
1.0000,0.1961,0.3758,0.6894,0.2996
1.0000,0.1389,0.4705,0.5938,0.7286
0.9635,0.0985,0.5254,0.7622,0.1408
0.3831,0.3673,0.2791,0.8504,0.3077
0.9868,0.5074,0.0908,0.7512,0.3954
1.0000,0.2365,0.9541,0.5946,0.6737
1.0000,0.4056,0.3695,0.8881,0.5141
0.9083,0.2649,0.8008,0.8987,0.7251
1.0000,0.3808,0.2857,0.4542,0.5953
0.9828,0.2253,0.4810,0.7808,0.6257
0.5575,0.0452,0.2143,0.9160,0.2871
1.0000,0.1644,0.8938,0.6680,0.7058
1.0000,0.1914,0.3512,0.7490,0.4340
1.0000,0.2616,0.1719,0.7690,0.2810
0.6346,0.3564,0.8322,0.6765,0.0962
1.0000,0.0807,0.3639,0.7812,0.5643
0.4961,0.1085,0.7934,0.8024,0.6416
1.0000,0.2455,0.4981,0.9591,0.4290
1.0000,0.5454,0.0809,0.7884,0.7554
0.6094,0.3355,0.8383,0.9566,0.4931
0.7534,0.1119,0.3287,0.6160,0.1015
1.0000,0.0786,0.5845,0.7689,0.8262
0.7774,0.2232,0.5356,0.7350,0.7804
0.4606,0.2393,0.2619,0.8333,0.5109
1.0000,0.4692,0.7892,0.6389,0.0611
0.5879,0.1093,0.8282,0.9352,0.7761
1.0000,0.3508,0.2761,0.7981,0.4369
0.6315,0.1147,0.4621,0.6233,0.3587
1.0000,0.5210,0.4480,0.5426,0.7298
0.6760,0.4629,0.5097,0.5227,0.1492
0.8513,0.4458,0.4894,0.5017,0.5628
1.0000,0.4507,0.4583,0.5606,0.5070
0.5404,0.2078,0.4922,0.8739,0.1352
1.0000,0.5531,0.7395,0.5480,0.5987
1.0000,0.2414,0.5176,0.7825,0.4238
0.4477,0.3522,0.8940,0.5390,0.6831
1.0000,0.5623,0.3199,0.6811,0.1217
1.0000,0.0660,0.7087,0.6890,0.5805
1.0000,0.4780,0.4789,0.6507,0.6983
0.5388,0.3620,0.4258,0.7005,0.7026
0.5167,0.4016,0.5918,0.7541,0.1385
1.0000,0.1448,0.6344,0.7399,0.3247
1.0000,0.1485,0.6735,0.8456,0.3673
1.0000,0.2673,0.6300,0.5579,0.6117
1.0000,0.2665,0.7338,0.7954,0.5296
0.7118,0.2017,0.6679,0.7949,0.3426
1.0000,0.5191,0.8711,0.7680,0.9030
1.0000,0.0126,0.5958,0.5429,0.1768
0.6996,0.2301,0.6293,0.8655,0.3362
1.0000,0.0892,0.4399,0.5771,0.5998
1.0000,0.5437,0.3771,0.9106,0.6305
0.5512,0.3381,0.2234,0.7356,0.7148
1.0000,0.2210,0.5374,0.7428,0.5550
0.6143,0.1223,0.1739,0.5959,0.5892
1.0000,0.3272,0.7279,0.9133,0.1299
1.0000,0.1000,0.4426,0.5784,0.2941
0.6634,0.3376,0.3210,0.8848,0.2792
1.0000,0.5829,0.1039,0.5295,0.6081
1.0000,0.5490,0.6583,0.8065,0.2433
1.0000,0.1444,0.6642,0.7831,0.6263
1.0000,0.5398,0.5657,0.6227,0.3681
0.8845,0.0491,0.3986,0.3071,0.5645
0.6860,0.2269,0.5812,0.5119,0.4026
0.6410,0.1507,0.0524,0.6030,0.4880
0.6650,0.0398,0.4742,0.9463,0.5254
0.9622,0.4200,0.7690,0.7869,0.4232
1.0000,0.4703,0.1439,0.6712,0.8762
1.0000,0.4593,0.1666,0.8978,0.7515
1.0000,0.2929,0.4381,0.8073,0.5031
1.0000,0.3253,0.2661,0.6401,0.5294
1.0000,0.6083,0.6774,0.6388,0.4313
0.8761,0.2280,0.2418,0.6729,0.6618
1.0000,0.3286,0.3423,0.7933,0.2368
1.0000,0.1889,0.3833,0.4010,0.8253
0.6514,0.4759,0.5216,0.8693,0.4708
0.5854,0.4620,0.2798,0.7932,0.2460
1.0000,0.3355,0.5547,0.7182,0.6758
0.8943,0.2913,0.2595,0.6539,0.1191
1.0000,0.3010,0.4137,0.6943,0.8395
1.0000,0.3272,0.2131,0.6671,0.3733
0.9642,0.0676,0.7823,0.6095,0.7185
0.6548,0.3328,0.6415,0.4564,0.5818
0.4689,0.5689,0.3556,0.9012,0.5166
0.7999,0.1687,0.8954,0.7958,0.7344
1.0000,0.3235,0.3512,0.7780,0.3269
1.0000,0.2595,0.4369,0.8562,0.6912
0.5364,0.2107,0.3044,0.6727,0.6435
1.0000,0.4454,0.2198,0.7188,0.5153
1.0000,0.1925,0.2067,0.5150,0.3922
0.6428,0.4216,0.9089,0.5710,0.0692
1.0000,0.3148,0.5408,0.7588,0.4752
1.0000,0.0892,0.3407,0.8337,0.6277
0.5647,0.1814,0.3009,0.5530,0.4743
1.0000,0.2889,0.4693,0.9908,0.4777
1.0000,0.1912,0.7884,0.9444,0.2178
1.0000,0.2546,0.1921,0.6285,0.0918
1.0000,0.2626,0.2799,0.8400,0.3516
0.5022,0.1869,0.4483,0.7530,0.6886
0.6257,0.1236,0.7117,0.5843,0.5635
1.0000,0.3591,0.1317,0.5990,0.2884
1.0000,0.0072,0.6393,0.8073,0.1766
1.0000,0.2254,0.8967,0.8032,0.8429
1.0000,0.3683,0.0719,0.5994,0.4502
1.0000,0.4701,0.8135,0.7517,0.5026
1.0000,0.2334,0.9294,0.9048,0.7121
1.0000,0.6046,0.4612,0.6979,0.0514
1.0000,0.1116,0.8291,0.7419,0.3941
0.8542,0.2918,0.7718,0.6710,0.2079
1.0000,0.2437,0.5427,0.8382,0.2904
0.6795,0.0912,0.7190,0.6554,0.3742
0.8883,0.3424,0.1503,0.3779,0.4305
0.7845,0.2614,0.3234,0.9331,0.6571
1.0000,0.1055,0.6571,0.5594,0.6672
1.0000,0.3394,0.1279,0.4748,0.4735
0.3931,0.0667,0.3164,0.7920,0.6652
1.0000,0.3948,0.3163,0.5112,0.3514
0.4465,0.1702,0.6675,0.9076,0.8275
0.7898,0.6912,0.6972,0.6626,0.6777
1.0000,0.1702,0.7089,0.9133,0.1776
1.0000,0.2597,0.0796,0.4666,0.4617
0.5834,0.3409,0.3823,0.6956,0.1883
0.6993,0.1936,0.4515,0.8515,0.6672
1.0000,0.4421,0.9308,0.7647,0.9583
0.6941,0.2918,0.5616,0.5195,0.3209
1.0000,0.0432,0.5985,0.7890,0.5688
1.0000,0.0853,0.4304,0.8799,0.5119
0.7219,0.4738,0.8110,0.5723,0.3267
1.0000,0.2740,0.6651,0.6612,0.6421
1.0000,0.2374,0.4816,0.5428,0.9827
0.3633,0.2671,0.6573,0.8119,0.4102
1.0000,0.1035,0.5953,0.7874,0.4305
0.7183,0.2280,0.7874,0.7587,0.8216
1.0000,0.2627,0.7133,0.7810,0.3993
0.6728,0.6891,0.2842,0.6923,0.6410
0.9442,0.2506,0.6838,0.6444,0.1721
1.0000,0.2446,0.3615,0.7823,0.4857
1.0000,0.2767,0.4568,0.6078,0.1834
0.5487,0.2722,0.7487,0.8593,0.3155
0.8460,0.2299,0.5468,0.8815,0.3440
0.7886,0.4257,0.4077,0.7862,0.6260
0.7213,0.2227,0.2761,0.7312,0.6683
1.0000,0.4774,0.5709,0.4556,0.5833
1.0000,0.2310,0.3391,0.4863,0.1110
0.5324,0.4314,0.5026,0.7400,0.2824
1.0000,0.3869,0.8017,0.6758,0.4829
1.0000,0.2087,0.2155,0.8918,0.5578
1.0000,0.0900,0.3556,0.9003,0.0829
0.4678,0.6039,0.7955,0.9683,0.8309
0.7850,0.2265,0.3612,0.9276,0.4140
1.0000,0.3043,0.2580,0.7609,0.2911
0.7020,0.1646,0.3852,0.7925,0.5399
1.0000,0.1824,0.7500,0.7150,0.1502
1.0000,0.4766,0.5065,0.9499,0.2207
0.6291,0.5264,0.3287,0.7897,0.4936
0.9707,0.3609,0.6211,0.6312,0.4921
0.1978,0.2510,0.8040,0.9411,0.7829
0.5992,0.3835,0.4494,0.8508,0.1384
0.8814,0.1959,0.2825,0.8842,0.8198
0.5359,0.2976,0.6280,0.5785,0.4641
1.0000,0.1324,0.4380,0.6969,0.3387
0.4892,0.1263,0.3013,0.8256,0.4823
0.8025,0.3548,0.2922,0.3064,0.8645
1.0000,0.3220,0.3417,0.6157,0.3972
1.0000,0.3108,0.6551,0.8144,0.6036
0.4878,0.2266,0.5326,0.5468,0.2223
1.0000,0.3117,0.8301,0.8480,0.4060
1.0000,0.1722,0.7644,0.8608,0.7286
0.6122,0.0415,0.2736,0.8306,0.3650
1.0000,0.2762,0.2242,0.8349,0.6501
1.0000,0.0943,0.2350,0.7356,0.4779
0.7407,0.4118,0.3894,0.8554,0.8835
1.0000,0.5157,0.7355,0.4891,0.8375
0.8248,0.6342,0.9115,0.7658,0.5689
1.0000,0.2717,0.5749,0.6416,0.2080
1.0000,0.1612,0.2952,0.5261,0.0990
1.0000,0.3020,0.6748,0.3754,0.1685
0.5385,0.2475,0.6842,0.4969,0.4106
1.0000,0.2774,0.8097,0.4540,0.6653
0.3768,0.4722,0.4963,0.7718,0.2800
0.9269,0.2190,0.0651,0.7105,0.5899
1.0000,0.2513,0.1010,0.9035,0.3535
1.0000,0.1345,0.3190,0.7356,0.5439
0.7325,0.2575,0.3616,0.8557,0.6067
0.9012,0.5758,0.7290,0.6195,0.3478
0.7815,0.1748,0.2579,0.8530,0.1617
0.7448,0.4404,0.7671,0.7391,0.3693
1.0000,0.2400,0.5779,0.6261,0.5934
1.0000,0.4458,0.3721,0.8551,0.4076
0.7072,0.4181,0.6349,0.6534,0.3101
1.0000,0.1248,0.6106,0.8429,0.3952
1.0000,0.4136,0.7312,0.5587,0.8363
1.0000,0.0855,0.5759,0.9514,0.6640
1.0000,0.1024,0.6318,0.4968,0.4816
0.6607,0.2285,0.1885,0.5684,0.1733
0.7557,0.5467,0.6814,0.6218,0.6445
1.0000,0.3511,0.5360,0.2801,0.7008
1.0000,0.1394,0.7015,0.8804,0.6652
0.9896,0.0537,0.3742,0.5995,0.4035
1.0000,0.3807,0.7576,0.3822,0.8789
1.0000,0.2794,0.6421,0.4959,0.6202
0.7439,0.3067,0.5469,0.6474,0.3067
1.0000,0.3430,0.2701,0.8460,0.3152
0.9038,0.4761,0.3754,0.8409,0.3946
0.8969,0.2555,0.6398,0.5871,0.3917
1.0000,0.5012,0.5729,0.6828,0.2633
1.0000,0.1540,0.3983,0.8599,0.7814
1.0000,0.0632,0.1065,0.8332,0.2777
1.0000,0.4483,0.2572,0.7663,0.5103
1.0000,0.1100,0.7027,0.7823,0.6146
1.0000,0.2998,0.2853,0.7454,0.4493
0.8563,0.5363,0.7994,0.7418,0.5868
1.0000,0.0671,0.9454,0.8936,0.7087
0.9370,0.3373,0.4636,0.9544,0.1134
1.0000,0.0616,0.7154,0.8133,0.3151
1.0000,0.2669,0.6013,0.6180,0.8119
0.6642,0.0147,0.6664,0.7495,0.0741
1.0000,0.0929,0.8548,0.5800,0.6474
0.6047,0.1621,0.4508,0.6346,0.8896
0.5449,0.0556,0.0304,0.7910,0.1167
1.0000,0.3629,0.6912,0.7743,0.3107
1.0000,0.3262,0.7875,0.9196,0.7561
1.0000,0.5517,0.1394,0.9014,0.3020
1.0000,0.1099,0.8710,0.9501,0.3839
0.9939,0.2172,0.9313,0.6414,0.6348
0.6385,0.0782,0.6649,0.7802,0.4747
1.0000,0.1768,0.1651,0.9073,0.3055
0.7128,0.5954,0.5890,0.8780,0.4729
1.0000,0.3972,0.2862,0.8186,0.1582
0.9291,0.1056,0.8438,0.5917,0.0850
0.6618,0.0312,0.2199,0.8269,0.5583
0.8516,0.0280,0.7860,0.6026,0.4780
1.0000,0.3680,0.5132,0.8565,0.0972
0.7544,0.1591,0.4855,0.6714,0.2968
0.6629,0.7381,0.3331,0.4357,0.1974
1.0000,0.2437,0.4591,0.8449,0.7704
1.0000,0.1710,0.4400,0.5438,0.1393
0.7761,0.0807,0.0745,0.9524,0.6480
0.7902,0.4478,0.7427,0.6589,0.4762
1.0000,0.1974,0.5164,0.7262,0.6337
0.4848,0.2615,0.6704,0.8828,0.5324
0.4947,0.2792,0.7037,0.5828,0.3029
0.6982,0.2492,0.7038,0.4560,0.8558
0.8988,0.3888,0.6073,0.8177,0.3511
1.0000,0.0898,0.6455,0.8111,0.4826
1.0000,0.2394,0.8121,0.3942,0.2671
1.0000,0.2005,0.5984,0.7356,0.6156
0.9231,0.4010,0.5876,0.5897,0.1239
0.9905,0.4674,0.6228,0.7614,0.4459
0.6058,0.1279,0.9431,0.9004,0.5901
0.9908,0.4037,0.9167,0.7892,0.3217
0.8656,0.0895,0.1423,0.8755,0.5256
1.0000,0.2478,0.8216,0.6805,0.7803
0.6613,0.2645,0.2149,0.5046,0.0228
1.0000,0.4550,0.5211,0.6885,0.5764
1.0000,0.3895,0.2345,0.8405,0.7059
0.9471,0.0972,0.3703,0.6873,0.1794
1.0000,0.3829,0.1183,0.6390,0.4598
1.0000,0.2978,0.6924,0.2568,0.2997
0.8182,0.5904,0.6789,0.6002,0.7151
1.0000,0.1761,0.9491,0.4800,0.2961
1.0000,0.2144,0.6500,0.9412,0.5794
1.0000,0.6205,0.1252,0.9274,0.5398
0.6794,0.4872,0.7221,0.8343,0.5956
1.0000,0.0962,0.3268,0.6204,0.6506
1.0000,0.2497,0.5403,0.8665,0.4744
1.0000,0.3412,0.2190,0.8900,0.5263
1.0000,0.4009,0.8714,0.6779,0.6483
1.0000,0.1179,0.3813,0.6923,0.6240
0.6814,0.5573,0.3191,0.6721,0.7273
1.0000,0.0629,0.8183,0.6667,0.2400
1.0000,0.1230,0.3553,0.5627,0.5362
1.0000,0.5303,0.7671,0.7347,0.2318
0.6675,0.2710,0.4733,0.6702,0.7187
0.6571,0.2771,0.4144,0.7976,0.2445
0.7410,0.3012,0.1636,0.7725,0.7206
0.3458,0.1401,0.7595,0.6694,0.4907
0.7688,0.0737,0.9113,0.6803,0.6788
0.6842,0.3292,0.5005,0.8079,0.8211
1.0000,0.3598,0.8375,0.5854,0.5161
1.0000,0.3098,0.2692,0.8954,0.4404
1.0000,0.1804,0.5526,0.8160,0.5695
1.0000,0.1105,0.3254,0.8337,0.5937
0.7494,0.2269,0.7557,0.9524,0.4515
0.6381,0.6389,0.3834,0.7832,0.7980
1.0000,0.2431,0.5880,0.7294,0.6948
0.5168,0.2160,0.7347,0.5043,0.2318
1.0000,0.2486,0.8695,0.7833,0.7336
1.0000,0.2375,0.8534,0.8594,0.0806
0.7909,0.5319,0.1035,0.7424,0.3331
0.4246,0.3904,0.6837,0.7113,0.5996
1.0000,0.1697,0.5486,0.6274,0.2113
0.9443,0.2040,0.5571,0.9388,0.5057
1.0000,0.2549,0.6538,0.8360,0.6877
0.4506,0.2891,0.2466,0.7558,0.6908
0.7410,0.1408,0.6879,0.5303,0.4652
1.0000,0.1885,0.3391,0.8848,0.5767
1.0000,0.5652,0.1800,0.6654,0.8513
0.7985,0.5441,0.7332,0.5230,0.3031
1.0000,0.2075,0.7535,0.8070,0.6919
0.5864,0.1938,0.7872,0.7064,0.4349
0.9313,0.3917,0.4496,0.7997,0.6006
1.0000,0.0549,0.8418,0.8025,0.8362
1.0000,0.5132,0.6689,0.8009,0.2690
1.0000,0.1680,0.7603,0.8150,0.4245
0.5699,0.3498,0.7725,0.9534,0.5159
0.4644,0.0647,0.4098,0.8359,0.2188
1.0000,0.3992,0.3775,0.7575,0.1215
1.0000,0.3602,0.5870,0.8768,0.7317
0.6878,0.3368,0.8777,0.6744,0.4491
1.0000,0.1257,0.5240,0.7440,0.7868
1.0000,0.1867,0.5463,0.9327,0.6155
1.0000,0.3091,0.6651,0.6052,0.2978
1.0000,0.1611,0.3776,0.5092,0.3157
1.0000,0.1560,0.8237,0.6084,0.3840
1.0000,0.4892,0.3894,0.7466,0.3356
0.8830,0.0406,0.7191,0.7052,0.5317
1.0000,0.5013,0.7310,0.7329,0.0971
1.0000,0.1255,0.7137,0.6525,0.6471
1.0000,0.3783,0.6449,0.7729,0.8621
0.6173,0.3222,0.2945,0.7635,0.6653
1.0000,0.1214,0.8477,0.8409,0.5942
1.0000,0.1648,0.0294,0.8739,0.2216
0.4150,0.4211,0.5126,0.7237,0.5026
0.5534,0.2231,0.6313,0.5326,0.5631
0.3607,0.7475,0.5533,0.8671,0.5379
0.8740,0.1765,0.3953,0.7146,0.6778
1.0000,0.1694,0.6418,0.5000,0.5500
1.0000,0.1012,0.6981,0.9037,0.8323
1.0000,0.1552,0.7537,0.7476,0.8869
1.0000,0.2517,0.6973,0.9003,0.7612
0.5016,0.6988,0.6556,0.7667,0.3348
0.4267,0.1629,0.7533,0.3470,0.3346
0.9726,0.0359,0.6256,0.5219,0.8313
1.0000,0.1869,0.3001,0.7748,0.5627
0.9838,0.2802,0.2853,0.7156,0.2138
0.3557,0.5040,0.5602,0.8374,0.1548
0.9564,0.2905,0.2948,0.7377,0.6055
0.5209,0.2137,0.0817,0.7614,0.2739
1.0000,0.1742,0.7914,0.9326,0.2258
1.0000,0.3992,0.9002,0.6344,0.4775
0.6250,0.2659,0.3472,0.5292,0.4948
0.7734,0.4020,0.4123,0.8843,0.7660
0.5888,0.1054,0.3517,0.5841,0.6797
0.9691,0.1896,0.5766,0.3514,0.5484
1.0000,0.3548,0.3057,0.6907,0.3215
0.6109,0.0785,0.4026,0.7182,0.8035
1.0000,0.1235,0.6854,0.8742,0.7556
0.7671,0.2414,0.2375,0.6388,0.9276
0.6727,0.4689,0.4847,0.4034,0.6687
0.9479,0.5492,0.1922,0.9420,0.4046
0.5959,0.1321,0.2393,0.5170,0.2848
0.7582,0.2989,0.1698,0.8087,0.5981
0.5494,0.5147,0.5524,0.8946,0.6753
1.0000,0.4009,0.4743,0.7626,0.0999
1.0000,0.2842,0.0589,0.7896,0.4590
0.7048,0.3175,0.4811,0.8434,0.1106
1.0000,0.1385,0.1687,0.7237,0.4544
0.9454,0.2010,0.8642,0.9251,0.7425
0.8954,0.2419,0.6975,0.9119,0.6468
1.0000,0.2296,0.7219,0.7466,0.0662
1.0000,0.2157,0.6977,0.9366,0.6056
0.7670,0.1231,0.4670,0.8152,0.2292
0.7498,0.5161,0.7023,0.6611,0.2340
0.8715,0.2623,0.3251,0.6876,0.7019
0.3163,0.2310,0.5043,0.6582,0.3883
0.4688,0.0960,0.2301,0.8944,0.1883
1.0000,0.3404,0.9282,0.6969,0.4572
1.0000,0.1569,0.1074,0.7952,0.5202
0.8829,0.1620,0.3358,0.3862,0.1750
1.0000,0.1946,0.2863,0.8252,0.4680
1.0000,0.3889,0.9248,0.7934,0.5568
1.0000,0.3240,0.4854,0.5447,0.7094
1.0000,0.0570,0.2921,0.8463,0.8572
0.9380,0.5068,0.6400,0.7573,0.4442
0.6202,0.3044,0.8464,0.7789,0.5829
0.4479,0.2972,0.4798,0.6289,0.3802
1.0000,0.1367,0.2026,0.7452,0.5394
0.6851,0.4491,0.2648,0.4049,0.7460
0.4911,0.2518,0.7857,0.5376,0.7580
0.7238,0.1695,0.7218,0.9332,0.6877
0.5823,0.0801,0.3397,0.5692,0.7937
1.0000,0.2325,0.4273,0.6412,0.4721
1.0000,0.4842,0.5986,0.8628,0.2407
0.9960,0.1693,0.7004,0.7538,0.4406
1.0000,0.0748,0.6321,0.8440,0.5088
1.0000,0.1852,0.6824,0.9534,0.5781
0.6501,0.1680,0.3035,0.7617,0.3296
1.0000,0.2763,0.7831,0.5941,0.5311
1.0000,0.1310,0.9453,0.6165,0.4347
0.5953,0.1543,0.5907,0.4849,0.6964
0.9092,0.0899,0.4962,0.7905,0.5268
0.6454,0.3466,0.1242,0.6049,0.0338
0.5009,0.1650,0.4303,0.7964,0.4703
1.0000,0.1454,0.7773,0.3798,0.3979
1.0000,0.4512,0.6387,0.6905,0.9266
0.4969,0.5292,0.7305,0.8437,0.7201
1.0000,0.3772,0.4824,0.9501,0.4764
0.7223,0.4977,0.7879,0.7310,0.7670
0.7838,0.4232,0.3945,0.7783,0.2914
0.7436,0.2173,0.8408,0.8813,0.3739
0.6492,0.1055,0.6543,0.5434,0.5284
1.0000,0.1771,0.4319,0.7666,0.8851
0.6600,0.1560,0.0615,0.8615,0.2083
1.0000,0.3583,0.7680,0.8573,0.6925
0.9752,0.2382,0.5541,0.5847,0.6158
0.8874,0.0444,0.4470,0.6075,0.2980
0.6352,0.1774,0.4933,0.7752,0.8663
0.7495,0.0811,0.1355,0.8281,0.6356
1.0000,0.2333,0.2579,0.7542,0.5909
1.0000,0.4563,0.8171,0.7040,0.6058
0.6134,0.1110,0.8315,0.7102,0.6787
1.0000,0.5241,0.2084,0.7126,0.2966
1.0000,0.2494,0.5968,0.7950,0.5994
0.4340,0.3577,0.5601,0.8659,0.8055
1.0000,0.1411,0.6991,0.7641,0.3345
0.7180,0.2562,0.3893,0.7459,0.6644
1.0000,0.5240,0.7153,0.7781,0.3850
0.6827,0.4819,0.7322,0.7554,0.5239
0.4056,0.2640,0.7078,0.8220,0.2720
0.4432,0.2235,0.8071,0.5534,0.3449
1.0000,0.2764,0.3320,0.5873,0.4226
1.0000,0.3211,0.7329,0.1829,0.5125
0.6363,0.5574,0.2202,0.5207,0.3027
1.0000,0.1622,0.7314,0.8669,0.5728
0.4357,0.1548,0.7134,0.8040,0.2754
0.9675,0.2096,0.5838,0.4213,0.5726
0.5458,0.1069,0.3871,0.8161,0.6572
0.7219,0.3644,0.3756,0.6046,0.3330
1.0000,0.0699,0.6441,0.8940,0.7616
0.6504,0.5753,0.1634,0.7980,0.4597
0.8251,0.2817,0.2994,0.8730,0.4823
1.0000,0.3794,0.7011,0.8237,0.7278
0.7494,0.0457,0.3179,0.6998,0.6587
1.0000,0.3907,0.4733,0.8046,0.5623
0.5684,0.3259,0.6687,0.7158,0.1560
1.0000,0.3451,0.5229,0.6439,0.5981
1.0000,0.2370,0.2626,0.7638,0.1162
0.2906,0.4244,0.4147,0.5603,0.2529
0.6714,0.1288,0.5308,0.5717,0.2020
1.0000,0.3299,0.8009,0.7861,0.6484
0.9035,0.0668,0.9356,0.7269,0.4025
1.0000,0.1057,0.6684,0.8009,0.6478
0.7393,0.5358,0.0734,0.6748,0.2461
1.0000,0.1596,0.9251,0.2060,0.4117
0.9251,0.1229,0.6584,0.9356,0.2653
1.0000,0.3100,0.4995,0.9344,0.7671
1.0000,0.5007,0.5008,0.6795,0.3120
1.0000,0.1925,0.6714,0.8190,0.3380
0.8139,0.6798,0.2750,0.5461,0.7273
0.7836,0.1658,0.2644,0.9623,0.5609
0.8055,0.4453,0.5438,0.6710,0.5410
1.0000,0.2871,0.9126,0.9134,0.3260
0.8102,0.2052,0.6029,0.6296,0.6139
